ICE_IME_id	ICE_IME_id_need_manual_curation	Segment_number	Comments_ICE_IME_structure	Is_hit_blast	Is_hit_HMM	CDS_num	Genome_accession	Genome_accession_rank	CDS_locus_tag	CDS_protein_id	CDS_strand	CDS_start	CDS_end	CDS_length	Is_pseudo	CDS_Protein_type	CDS_Protein_type_blast	Description_of_blast_most_similar_ref_SP	Id_of_blast_most_similar_ref_SP	Length_of_blast_most_similar_ref_SP	Blast_ali_length	Blast_ali_start_CDS	Blast_ali_end_CDS	Blast_ali_start_Query_blast	Blast_ali_end_Query_blast	Blast_ali_identity_perc	Blast_ali_E-value	Blast_ali_bitscore	CDS_coverage_blast	Blast_ali_coverage_most_similar_ref_SP	Protein_type_of_blast_most_similar_ref_SP	Associated_element_type_of_blast_most_similar_ref_SP	ICE_superfamily_of_most_similar_ref_SP	ICE_family_of_most_similar_ref_SP	IME_superfamily_of_most_similar_ref_SP	Relaxase_family_domain_of_most_similar_ref_SP	Relaxase_family_MOB_of_most_similar_ref_SP	Coupling_type_of_most_similar_ref_SP	False_positives	SP_blast_validation	Use_annotation	Protein_type_of_matching_HMM_profile	Description_of_matching_HMM_profile	Profile_name	Length_of_matching_HMM_profile	HMM_ali_i-Evalue	HMM_ali_E-value	HMM_ali_Score	HMM_ali_Bias	HMM_ali_Global_score	HMM_ali_Global_bias	HMM_coverage	CDS_coverage_hmm
ID_5		3		1	1	709	NC_004368.1	1	GBS_RS03970	WP_000383377.1	+	723630	725996	788	-	Relaxase	Relaxase	Relaxase MOBL (PF18555)	CAD46654	788	788	1	788	1	788	100.0	0.0	1610.0	100.0	100.0	Relaxase	ICE	TnGBS1	TnGBS1	-	PF18555	MOBL	-	-	validated	yes	Relaxase	MOBL	firmi_MOBL	786.0	0.0	0.0	1570.3	43.2	1570.5	43.2	99.87	99.62
ID_5		3		1	1	721	NC_004368.1	1	GBS_RS04030	WP_000493311.1	+	743434	746583	1049	-	Coupling protein	Coupling protein	Coupling protein VirD4	CAD46642	1049	1049	1	1049	1	1049	100.0	0.0	2172.0	100.0	100.0	Coupling protein	ICE	TnGBS1	TnGBS1	-	-	-	VirD4	-	validated	yes	Coupling protein	VirD4	t4cp1	110.0	3.2e-16	7.1e-17	46.4	0.0	48.5	0.6	88.18	10.01
ID_5		3		1	0	727	NC_004368.1	1	GBS_RS04060	WP_001114671.1	+	750975	752924	649	-	VirB4	VirB4	VirB4	CAD46636	649	649	1	649	1	649	100.0	0.0	1336.0	100.0	100.0	VirB4	ICE	TnGBS1	TnGBS1	-	-	-	-	-	validated	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	ID_4 ID_5	3	Integrase GBS_RS04100 could be attributed to multiple possibly nested ICE IME structures (ID_4, ID_5), please manually check. 	1	1	735	NC_004368.1	1	GBS_RS04100	WP_000151682.1	+	757228	758556	442	-	DDE transposase	DDE transposase	DDE transposase	CAD46628	442	442	1	442	1	442	100.0	0.0	919.0	100.0	100.0	Integrase	ICE	-	-	-	-	-	-	-	validated	yes	DDE transposase	DDE transposase	UPF0236	479.0	4.600000000000001e-22	3.5000000000000005e-22	64.3	9.1	64.7	9.1	85.18	93.89
ID_6		4	Upstream integrase GBS_RS05240 has been associated to the structure ID_6 pre-merging because it is adjacent to the conj module and there is no upstream/downstream ambiguity. 	1	1	964	NC_004368.1	1	GBS_RS05240	WP_000151682.1	-	1013361	1014689	442	-	DDE transposase	DDE transposase	DDE transposase	CAD46628	442	442	1	442	1	442	100.0	0.0	919.0	100.0	100.0	Integrase	ICE	-	-	-	-	-	-	-	validated	yes	DDE transposase	DDE transposase	UPF0236	479.0	4.600000000000001e-22	3.5000000000000005e-22	64.3	9.1	64.7	9.1	85.18	93.89
ID_6		4		1	0	972	NC_004368.1	1	GBS_RS05280	WP_001114671.1	-	1018993	1020942	649	-	VirB4	VirB4	VirB4	CAD46636	649	649	1	649	1	649	100.0	0.0	1336.0	100.0	100.0	VirB4	ICE	TnGBS1	TnGBS1	-	-	-	-	-	validated	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ID_6		4		1	1	978	NC_004368.1	1	GBS_RS05310	WP_000493311.1	-	1025334	1028483	1049	-	Coupling protein	Coupling protein	Coupling protein VirD4	CAD46642	1049	1049	1	1049	1	1049	100.0	0.0	2172.0	100.0	100.0	Coupling protein	ICE	TnGBS1	TnGBS1	-	-	-	VirD4	-	validated	yes	Coupling protein	VirD4	t4cp1	110.0	3.2e-16	7.1e-17	46.4	0.0	48.5	0.6	88.18	10.01
ID_6		4		1	1	990	NC_004368.1	1	GBS_RS05370	WP_000383377.1	-	1045921	1048287	788	-	Relaxase	Relaxase	Relaxase MOBL (PF18555)	CAD46654	788	788	1	788	1	788	100.0	0.0	1610.0	100.0	100.0	Relaxase	ICE	TnGBS1	TnGBS1	-	PF18555	MOBL	-	-	validated	yes	Relaxase	MOBP	T4SS_MOBP2	509.0	1.1e-40	1.1e-40	126.0	10.8	126.0	10.8	52.26	33.63
ID_7		5		1	1	1113	NC_004368.1	1	GBS_RS05975	WP_000090507.1	-	1163887	1165149	420	-	DDE transposase	DDE transposase	DDE transposase	CAD46777	431	420	1	420	12	431	100.0	0.0	874.0	100.0	97.45	Integrase	ICE	-	-	-	-	-	-	-	validated	yes	DDE transposase	DDE transposase	UPF0236	479.0	3.5e-21	2.4e-21	61.4	8.0	61.9	8.0	72.86	84.29
ID_7		5		1	1	1116	NC_004368.1	1	GBS_RS05990	WP_000261836.1	-	1166876	1168507	543	-	Relaxase	Relaxase	Relaxase MOBP (PF03432)	BAM61611	554	543	1	543	12	554	100.0	0.0	1115.0	100.0	98.01	Relaxase	ICE	Tn5252	TnGBS2	-	PF03432	MOBP	-	-	validated	yes	Relaxase	MOBP	T4SS_MOBP1	233.0	1.1e-29	1.1e-29	90.2	1.4	90.2	1.4	97.42	46.96
ID_7		5		1	1	1122	NC_004368.1	1	GBS_RS06020	WP_000421159.1	-	1173758	1175803	681	-	Coupling protein	Coupling protein	Coupling protein VirD4	CAD46787	681	681	1	681	1	681	100.0	0.0	1426.0	100.0	100.0	Coupling protein	ICE	Tn5252	TnGBS2	-	-	-	VirD4	-	validated	yes	Coupling protein	VirD4	t4cp2	222.0	3.8e-45	2.2e-45	140.0	1.2	140.7	1.2	97.75	32.45
ID_7		5		1	1	1129	NC_004368.1	1	GBS_RS06055	WP_000176428.1	-	1181463	1183814	783	-	VirB4	VirB4	VirB4	CAD46794	796	783	1	783	14	796	100.0	0.0	1613.0	100.0	98.37	VirB4	ICE	Tn5252	TnGBS2	-	-	-	-	-	validated	yes	VirB4	VirB4	T4SS_virb4	943.0	2.8000000000000002e-89	2.5000000000000002e-89	286.5	13.7	286.7	13.7	78.79	98.85
		5	Downstream integrase GBS_RS06475 is significantly further away to ICE/IME structure ID_7 (87 CDSs which is >= to higher cutoff 40 CDSs) than upstream integrase GBS_RS05975 (3 CDSs which is <= to lower cutoff 20 CDSs), the downstream integrase is therfore not attributed to ICE/IME structure ID_7. 	1	1	1216	NC_004368.1	1	GBS_RS06475	WP_000323186.1	+	1260153	1261229	358	-	Tyrosine integrase	Tyrosine integrase	Tyrosine integrase	AGP67323	389	380	1	340	1	377	29.74	2.13e-51	169.0	94.97	96.92	Integrase	ICE	-	-	-	-	-	-	-	validated	no	Tyrosine integrase	Tyrosine integrase	Phage_integrase	172.0	4.1e-26	1.7e-26	78.0	0.5	79.2	1.5	98.26	46.93
		5		1	1	1298	NC_004368.1	1	GBS_RS06915	WP_161517632.1	-	1355700	1356857	385	-	DDE transposase	DDE transposase	DDE transposase	CCF03252	450	360	1	356	60	419	57.5	5.13e-150	423.0	92.47	80.0	Integrase	ICE	-	-	-	-	-	-	-	validated	yes	DDE transposase	DDE transposase	UPF0236	479.0	9.8e-21	9.5e-21	59.9	7.0	60.0	8.6	63.88	81.3
ID_8		5		1	1	1302	NC_004368.1	1	GBS_RS06940	WP_001284550.1	-	1361845	1363026	393	-	Tyrosine integrase	Tyrosine integrase	Tyrosine integrase	CCW38091	393	393	1	393	1	393	100.0	0.0	815.0	100.0	100.0	Integrase	IME	-	-	-	-	-	-	-	validated	yes	Tyrosine integrase	Tyrosine integrase	Phage_integrase	172.0	4.900000000000001e-22	2.7e-22	64.7	0.0	65.5	0.0	87.21	41.73
ID_8		5		1	1	1304	NC_004368.1	1	GBS_RS06950	WP_000031192.1	-	1363281	1363847	188	-	Relaxase	Relaxase	Relaxase PF01719	CCW38093	188	188	1	188	1	188	100.0	1.85e-142	389.0	100.0	100.0	Relaxase	IME	-	-	PF01719	PF01719	-	-	-	validated	yes	Relaxase	PF01719	firmi_Rep_2	185.0	1.4e-110	1.3000000000000001e-110	353.4	4.3	353.5	4.3	100.0	98.4
ID_9		5	Downstream integrase GBS_RS06995 is NOT significantly further away to ICE/IME structure ID_8 (8 CDSs, higher cutoff is 40 CDSs) than upstream integrase GBS_RS06940 (2 CDSs, lower cutoff is 20 CDSs). 	1	1	1312	NC_004368.1	1	GBS_RS06995	WP_000729210.1	-	1371930	1373129	399	-	Tyrosine integrase	Tyrosine integrase	Tyrosine integrase	CAD46984	399	399	1	399	1	399	100.0	0.0	841.0	100.0	100.0	Integrase	ICE	-	-	-	-	-	-	-	validated	yes	Tyrosine integrase	Tyrosine integrase	Phage_integrase	172.0	1.2e-24	6.5e-25	73.2	0.0	74.1	0.0	84.3	39.6
ID_9		5		1	1	1325	NC_004368.1	1	GBS_RS07060	WP_000261786.1	-	1383844	1385721	625	-	Relaxase	Relaxase	Relaxase MOBP (PF03432)	CAD46997	625	625	1	625	1	625	100.0	0.0	1265.0	100.0	100.0	Relaxase	ICE	Tn5252	Tn5252	-	PF03432	MOBP	-	-	validated	yes	Relaxase	MOBP	T4SS_MOBP1	233.0	3.2000000000000003e-28	3.2000000000000003e-28	85.3	6.3	85.3	6.3	91.42	35.04
ID_9		5		1	1	1346	NC_004368.1	1	GBS_RS07170	WP_000793445.1	-	1413014	1415359	781	-	VirB4	VirB4	VirB4	CAD47019	781	781	1	781	1	781	100.0	0.0	1593.0	100.0	100.0	VirB4	ICE	Tn5252	Tn5252	-	-	-	-	-	validated	yes	VirB4	VirB4	T4SS_virb4	943.0	4.2e-88	3.4e-88	282.6	10.0	282.9	10.0	80.59	98.98
ID_10		6	Upstream integrase Mesci_4836 has been associated to the structure ID_1 pre-merging because it is adjacent to the conj module and there is no upstream/downstream ambiguity. 	1	1	4770	NC_004368.1	1	Mesci_4836	ADV13945.1	-	2041923	2043023	364	-	Tyrosine integrase	Tyrosine integrase	Tyrosine integrase	CCC18874	377.0	233.0	99.0	296.0	133.0	361.0	26.61	1.52e-09	52.4	54.4	60.74	Integrase	IME	-	-	-	-	-	-	-	validated	no	Tyrosine integrase	Tyrosine integrase	Phage_integrase	172	7.799999999999999e-31	2.6e-31	93.3	0.0	94.9	0.0	98.26	43.13
ID_10		6		0	1	4843	NC_004368.1	1	Mesci_4912	ADV14018.1	-	2043831	2044436	515	-	Coupling protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coupling protein	VirD4	t4cp2	222	7.3e-09	1.8e-09	21.3	0.0	23.3	0.0	50.9	23.69
ID_11		7		1	1	2064	NC_004368.1	1	GBS_RS10745	WP_000203865.1	+	2141923	2143023	366	-	Coupling protein	Coupling protein	Coupling protein TcpA	CAD47728	366	366	1	366	1	366	100.0	0.0	752.0	100.0	100.0	Coupling protein	IME	-	-	PF01719	-	-	TcpA	-	validated	yes	Coupling protein	TcpA	tcpA	464.0	4.5e-16	2.9e-16	45.0	0.0	45.6	0.0	42.67	54.1
ID_11		7		1	1	2066	NC_004368.1	1	GBS_RS10755	WP_001040935.1	+	2143831	2144436	201	-	Relaxase	Relaxase	Relaxase PF01719	CCW38871	201	201	1	201	1	201	100.0	1.1099999999999999e-152	415.0	100.0	100.0	Relaxase	IME	-	-	PF01719	PF01719	-	-	-	validated	yes	Relaxase	PF01719	firmi_Rep_2	185.0	2.3e-111	2E-111	356.0	2.5	356.2	2.5	100.0	92.04
ID_11		7	Downstream integrase GBS_RS10765 has been associated to the structure ID_10 pre-merging because it is adjacent to the conj module and there is no upstream/downstream ambiguity. 	1	1	2068	NC_004368.1	1	GBS_RS10765	WP_000447185.1	+	2144767	2146032	421	-	Tyrosine integrase	Tyrosine integrase	Tyrosine integrase	CAD47732	421	421	1	421	1	421	100.0	0.0	866.0	100.0	100.0	Integrase	IME	-	-	-	-	-	-	-	validated	yes	Tyrosine integrase	Tyrosine integrase	Phage_integrase	172.0	5.1e-27	3.2000000000000003e-28	80.9	0.0	84.8	1.0	88.95	42.52
